name,wins,kills,kdRatio,killstreak,level,losses,prestige,hits,timePlayed,headshots,averageTime,gamesPlayed,assists,misses,xp,scorePerMinute,shots,deaths
Brxndoon7-LK#4002715,684,27011,1.0667430196279768,18,177,10,110,98332,1366,5113,2.32312925170068,588,6063,305319,3932335,255.67203513909223,403651,25321
bdooory_ab#7095171,4,162,0.6328125,4,6,2,0,568,8,35,2.0,4,68,4836,24485,265.5,5404,256
ahevepluto#3505304,186,1898,0.5696278511404562,13,37,7,2,5111,550,485,3.6666666666666665,150,488,39978,458269,180.3796363636364,45089,3332
MilkyLemonz-_-#5981249,741,21803,1.0366584252567517,26,185,29,111,81361,2442,3894,2.826388888888889,864,4029,327230,4269370,198.84422604422605,408591,21032
RPDUNKduo#8122914,26,349,0.4440203562340967,7,12,4,0,996,44,40,2.933333333333333,15,138,4844,72765,253.67727272727268,5840,786
CzarnyDelfinek#9059572,188,1949,1.4957789716039909,22,53,4,57,3333,409,536,16.36,25,150,10511,909543,38.63031784841076,13844,1303
SanDrasoSa,15,132,0.631578947368421,7,5,4,0,549,21,25,3.5,6,31,3153,18430,199.7428571428572,3702,209
DrunkUnc92#7705654,207,3452,0.6977966444309682,10,40,9,110,16134,378,535,2.9302325581395348,129,811,104881,530615,266.01428571428573,121015,4947
whoshotghost#1916366,106,3284,0.9461250360126764,17,41,11,12,11772,255,501,1.9921875,128,532,49715,543830,278.6447058823529,61487,3471
Nsory_1#5583298,1592,15033,0.7803270179081235,17,156,13,111,49680,3247,2367,3.054562558795862,1063,2099,247686,3018769,230.43030489682783,297366,19265
LimpThaDon,190,3033,1.00999000999001,13,37,8,110,9846,421,489,2.520958083832336,167,583,42460,458078,152.73064133016624,52306,3003
DeGiove#5248918,605,7764,0.8532805802835477,14,63,8,111,32602,1153,1549,2.638443935926773,437,1106,125227,1050069,281.43590633130964,157829,9099
teruteru_yt_#6461227,35,900,0.9394572025052192,12,19,5,6,3078,71,197,2.290322580645161,31,149,10257,149095,300.01690140845074,13335,958
edgexgaming8901#9276950,51,603,0.6947004608294931,11,12,5,0,2483,92,102,2.628571428571429,35,94,9874,66675,197.3217391304348,12357,868
SlaPzz#6879518,42,1233,0.9397865853658536,9,24,7,39,2711,78,296,2.4375,32,197,7274,211625,306.67692307692306,9985,1312
HORUS REED#8123889,349,9899,1.399943430915005,13,238,10,112,14482,1621,2062,9.648809523809524,168,1016,62300,6541499,51.62739049969154,76782,7071
CohesiveMango93#8505922,59,1041,0.7149725274725275,8,20,5,0,4335,99,169,2.9117647058823533,34,281,18216,158915,250.29090909090908,22551,1456
Bobdustt#2422031,81,2041,1.1459854014598538,14,29,9,21,7265,169,324,2.0119047619047623,84,481,28320,301903,266.3857988165681,35585,1781
EH4B_367#1401846,7,118,0.9833333333333332,6,4,6,0,314,21,19,1.5,14,9,1311,13255,237.11428571428573,1625,120
sammy7227#7543148,7,16,0.64,4,3,0,0,17,10,3,10.0,0,1,120,9425,23.34,137,25
DaydayLadd96#1594916,21,363,0.7303822937625755,9,11,4,5,767,33,65,3.6666666666666665,9,49,6360,58550,327.9090909090909,7127,497
S3ND3RBUB12#9216137,80,1213,0.6472785485592316,9,27,7,22,4132,246,196,5.125,48,302,23006,264685,185.6634146341464,27138,1874
Die#1566463,152,4753,1.0245742616943307,11,44,6,7,21934,320,661,2.302158273381295,139,948,95160,632675,330.991875,117094,4639
Jay-WKT#9248671,20,1848,0.7091327705295472,8,74,3,110,1126,840,247,49.41176470588236,17,255,4332,1166785,11.536428571428573,5458,2606
McWiggins14#5533106,1,6,0.4285714285714285,1,1,0,0,29,1,1,1.0,0,1,96,625,226.2,125,14
SharkPawgin#5823839,642,10577,0.8512676056338028,14,144,13,14,36028,1182,1585,3.716981132075472,318,2187,147179,2557627,172.80862944162436,183207,12425
LEAN GAL#3205759,3,9,0.3461538461538461,2,1,0,0,35,4,4,4.0,0,8,225,1575,338.55,260,26
Ludsghy#4258818,57,2155,0.906986531986532,10,31,7,2,8138,131,489,2.1475409836065573,61,915,53259,325420,226.9053435114504,61397,2376
swayfaze097#4838954,23,414,0.5447368421052632,8,12,5,0,904,41,37,2.5625,16,53,5295,73333,256.44878048780487,6199,760
Jacyków#9892624,536,1081,0.6103896103896104,9,42,4,3,2412,585,136,22.5,26,227,13905,586700,24.698461538461537,16317,1771
Sir_Luffwaffles1#7708807,127,3423,1.0670199501246882,11,63,7,110,8627,491,519,4.91,100,676,31069,1048199,98.70549898167006,39696,3208
Grrrr pow#5106418,244,7783,0.9035291386115626,22,105,8,111,23349,837,1490,4.702247191011236,178,1655,90714,1616838,123.6236559139785,114063,8614
DeadShot1687#6299823,74,880,0.8888888888888888,8,35,5,110,1549,232,121,13.647058823529411,17,168,14118,414294,42.00775862068966,15667,990
Unfinishe#7062263,51,2886,1.0208701804032545,15,38,6,100,5588,109,384,2.056603773584906,53,588,25751,481328,223.47522935779816,31339,2827
Sup Solaay#9600056,17,596,0.8198074277854195,13,15,6,0,1996,39,96,2.0526315789473686,19,152,8578,96234,259.6153846153846,10574,727
Gaqwe33399#4850936,40,195,0.5718475073313783,6,12,4,44,796,51,34,5.1,10,44,3672,69095,111.29411764705884,4468,341
T3agan07#6903176,24,220,0.7457627118644068,5,14,4,9,710,53,50,6.625,8,33,2968,90214,75.0,3678,295
Thnikkamaan,136,4987,1.0972497249724973,16,44,6,46,18548,301,1027,2.1970802919708032,137,1189,69686,638080,323.5495016611296,88234,4545
Mystica#3905510,108,2837,0.9323036477160696,10,80,8,111,8535,659,485,9.835820895522389,67,598,31407,1248840,50.4701062215478,39942,3043
user32849001#6793597,150,3874,0.9362010633156114,12,42,7,27,15214,294,761,2.2442748091603053,131,870,59960,563625,236.31836734693889,75174,4138
Hunter_S_Bombin#4973033,1,28,0.875,6,1,2,0,105,3,9,1.5,2,2,602,3050,319.8,707,32
blackiechan00,101,2750,0.7452574525745257,10,38,8,110,10051,258,528,2.031496062992126,127,809,43844,481785,267.8790697674419,53895,3690
FaZe Splitter#1010390,504,12870,1.263995285798468,20,141,28,26,21774,1245,2569,1.95447409733124,637,1506,62751,2470760,295.4674698795181,84525,10182
Russbuck#9798189,601,12340,0.8902034338479295,15,171,13,111,41563,1923,1857,5.183288409703504,371,2639,201235,3663457,128.001248049922,242798,13862
willick#5324561,225,7244,0.8992055610724925,12,128,6,111,22968,996,1065,3.744360902255639,266,1871,93118,2118714,143.06927710843374,116086,8056
TheRealKulumbele#2435541,2,3,0.1666666666666666,2,1,0,0,15,3,0,3.0,0,0,161,700,68.6,176,18
AydsAydsAyds#8842784,1,25,0.373134328358209,2,4,1,110,56,24,3,24.0,1,6,344,16025,29.375,400,67
Ksk gustav#1566519,35,656,0.6693877551020408,6,42,5,110,1358,286,143,17.875,16,91,5593,566898,30.98601398601399,6951,980
Papi flashy#5364268,251,5540,0.9494430162810624,14,54,10,110,18655,581,1002,3.0418848167539267,191,1363,85552,952848,187.79173838209985,104207,5835
viniciusvgs#9944935,115,2047,1.1315644002211167,25,111,3,111,228,901,561,128.71428571428572,7,93,883,1727785,4.321198668146504,1111,1809
AskarkGG#9024740,758,21133,1.043295813586098,15,188,15,58,54961,1791,3649,3.6776180698151952,487,3581,181316,4385790,138.67973199329984,236277,20256
Conberve440#8622297,230,3200,0.9403467528651188,12,40,18,61,12185,499,565,2.053497942386832,243,662,40768,524931,168.0637274549098,52953,3403
JustZiggy,283,5604,1.0486526946107784,13,70,10,111,8397,751,687,3.542452830188678,212,379,38636,1124008,190.2687083888149,47033,5344
Lordtachanka438#7529291,2,37,0.6727272727272727,4,3,1,0,103,13,9,6.5,2,3,591,9805,101.44615384615383,694,55
Luiselbetoven#1584978,34,1134,1.0161290322580645,9,22,6,3,4485,72,197,2.4827586206896552,29,313,18171,179015,258.8666666666667,22656,1116
Abyss#7220618,70,1766,0.927034120734908,15,26,5,13,6090,123,360,3.324324324324324,37,290,23058,243695,272.9512195121951,29148,1905
infamousabe84,724,32052,0.9683383685800604,20,252,9,112,52056,2802,4250,4.078602620087336,687,3938,336446,7132415,157.96145610278373,388502,33100
axelsanchez200#1249784,44,896,0.6824067022086824,0,67,5,111,0,620,165,620.0,0,163,26,1087467,0.0503225806451612,26,1313
rftrtrtfd#7129073,93,2732,0.9687943262411348,13,33,5,3,8282,198,389,3.6666666666666665,54,770,27154,379143,200.6969696969697,35436,2820
420_Vegas#7916528,655,14541,1.0652747252747252,20,142,28,111,38665,1841,2832,1.8465396188565697,997,3002,184373,2484795,150.40119500271592,223038,13650
RST KIRHA#3661611,12,362,1.0678466076696165,7,12,2,11,1626,31,46,3.875,8,90,6839,66090,195.19354838709685,8465,339
ERICKVEGA007#8654842,30,113,0.1348448687350835,5,8,4,0,400,100,18,3.333333333333333,30,69,11685,40990,271.776,12085,838
Greyfox#8248495,2,279,1.0608365019011408,10,12,11,110,938,34,67,2.2666666666666666,15,77,3158,72420,152.41764705882352,4096,263
ezzyy0095#7778150,74,1172,0.932378679395386,12,32,7,31,3775,211,177,6.0285714285714285,35,221,19125,348521,96.24170616113744,22900,1257
PaRaDoXx#2893506,29,211,0.9094827586206896,8,13,2,3,525,33,57,8.25,4,42,4078,77086,72.92727272727274,4603,232
Trollkingdabs,157,2917,0.8847437063997573,12,32,6,37,6900,314,358,2.195804195804196,143,519,19882,347760,189.6171974522293,26782,3297
LittleAiden0716#1189735,25,398,0.6347687400318979,7,16,10,110,1024,119,53,6.2631578947368425,19,81,3677,112483,83.3798319327731,4701,627
MrDeniiz10#1986742,104,1546,0.8503850385038504,15,25,6,110,5003,178,365,2.918032786885246,61,220,16385,228695,221.0966292134832,21388,1818
Legacy#3417190,99,3131,1.440865163368615,22,37,7,14,12248,253,430,2.720430107526881,93,530,46366,464210,176.9786561264822,58614,2173
livernutz#5465911,929,28873,0.9170398602509132,14,202,8,69,104830,2130,3666,2.547846889952153,836,6878,453158,4996179,224.05098591549304,557988,31485
Faisal_kh_14#4163654,1,3,0.2,1,1,0,0,8,2,1,2.0,0,2,106,975,154.2,114,15
ownED#4592237,212,4581,0.8455149501661129,14,51,14,62,16826,498,722,2.677419354838709,186,1117,66674,819607,208.4313253012048,83500,5418
reddyfied#5519579,382,9950,0.914185961043734,15,149,7,110,27603,1122,1861,5.4731707317073175,205,2192,139366,2742180,118.6577540106952,166969,10884
TSM_Ulito67#7958396,1,114,0.4892703862660944,1,10,0,110,13,57,19,57.0,0,60,66,53922,4.347368421052631,79,233
CannedBread93#2332353,19,338,0.8871391076115486,7,10,2,0,1459,28,41,3.111111111111111,9,60,5546,52525,335.4642857142857,7005,381
2SaucyBoii#9086331,578,5218,1.0469502407704654,15,79,13,110,17957,899,1237,3.79324894514768,237,750,77925,1228362,166.59110122358177,95882,4984
SwLeyton#8704086,0,2,0.1818181818181818,0,1,1,0,0,5,1,5.0,1,0,6,1925,14.04,6,11
G-EVER#4292742,159,245,0.5593607305936074,9,16,2,4,308,175,38,17.5,10,23,1558,105145,76.88914285714286,1866,438
NoamK#9693918,10,918,1.184516129032258,13,29,5,110,688,176,162,6.769230769230767,26,107,3224,290265,65.26704545454545,3912,775
LamerGamer11#6047414,223,5228,0.8627062706270627,11,50,11,110,21030,491,886,2.3492822966507183,209,1025,91560,805992,261.10264765784115,112590,6060
pops59,35,210,0.8641975308641975,14,16,3,2,427,59,50,4.214285714285714,14,39,4124,106999,154.22033898305085,4551,243
Savage6ixBuffalo#6138644,144,4986,0.8715259570005244,13,53,8,110,7106,465,656,3.75,124,701,47393,912251,179.59741935483868,54499,5721
Wolffe_1st_Recon#6733591,251,5010,0.7534967664310422,12,55,9,18,13895,458,860,3.013157894736842,152,1167,65429,958745,235.6598253275109,79324,6649
Mr_TinyEagle24#6604078,242,3309,0.5991309071156979,8,41,7,1,12718,458,556,2.2786069651741294,201,794,68553,543183,271.89170305676856,81271,5523
lillelund91#2522553,85,1101,0.5113794705062703,8,23,5,13,3641,167,167,2.256756756756757,74,280,30710,205628,413.3461077844311,34351,2153
PVT FishCooch#4411911,461,15605,0.993253134746356,14,130,17,43,37743,941,2500,2.3177339901477843,406,1976,161683,2161843,240.3787460148778,199426,15711
Supr3mo#6991785,0,4016,1.1192865105908585,5,141,2,110,138,1070,876,267.5,4,72,1628,2457086,1.2302803738317758,1766,3588
DStizzy#2268939,1824,34198,1.1147038690961244,27,287,13,110,73630,3050,5025,3.841309823677582,794,4501,250976,8658231,161.60754098360655,324606,30679
cristianteatino#2716468,2,1732,1.197786998616874,6,115,3,111,176,728,284,728.0,0,133,571,1811950,0.717032967032967,747,1446
ghost_adan123#4376935,10,111,0.5634517766497462,4,7,1,110,325,37,16,18.5,2,21,1581,29512,53.72432432432433,1906,197
d3rdud32017#5663104,927,38924,0.8218229419589129,11,229,17,51,137200,2157,6423,2.0860735009671183,1034,11229,606043,6137667,270.3666203059805,743243,47363
altayehhamza#6513767,12,277,0.8496932515337423,9,10,4,15,1268,24,60,2.1818181818181817,11,87,7689,50070,235.575,8957,326
悪夢 猿 猿怠惰な怠惰な#7591947,1364,25522,0.9276342092828844,20,167,16,44,49395,2447,3596,2.755630630630631,888,3754,236412,3494579,235.2767470371884,285807,27513
OOPS_U_DIED71#2527129,22,156,0.6638297872340425,5,5,8,0,574,35,32,3.1818181818181817,11,20,2611,20975,271.1828571428572,3185,235
OgBabytelli#5877408,180,1390,1.0072463768115942,11,32,10,24,4887,284,245,3.55,80,200,22808,346200,163.3119718309859,27695,1380
CaptnDee#8295627,600,20882,1.1278422900351066,18,151,10,18,68830,1251,4617,2.429126213592233,515,4074,288602,2808958,327.76019184652284,357432,18515
Ties veurop jong#5386670,1,2094,0.996668253212756,8,137,7,111,52,1035,530,1035.0,1,149,215,2333684,0.567536231884058,267,2101
Mellymelz,151,2307,0.7169049098819142,12,39,7,111,4658,378,357,4.725,80,462,36388,492833,131.44126984126984,41046,3218
Biggie cheese#3896736,283,9272,0.9055571833186836,10,98,6,111,33173,644,2106,3.037735849056604,212,2167,119983,1496093,199.98447204968943,153156,10239
b5 bigwill#3505460,3,57,2.28,4,9,1,0,68,10,11,10.0,1,3,216,43250,33.48,284,25
CODman0024#4176592,66,8595,1.335249339754544,14,175,11,111,8542,1103,1459,8.23134328358209,134,977,40308,3847456,53.653490480507706,48850,6437
Speeddemon358,264,10469,1.1862889518413595,15,115,16,110,21840,726,1505,2.75,264,1120,93548,1818399,219.40743801652889,115388,8825
flobu2607#2656812,188,2469,0.9010948905109488,12,122,41,111,19947,1230,995,24.117647058823533,51,1311,51705,1972576,69.45268292682927,71652,2740
Poison#2907106,136,3161,1.139920663541291,10,40,8,6,10014,310,602,2.7678571428571432,112,589,32049,536323,169.26387096774192,42063,2773
Jeffrey#1890968,24,704,0.9361702127659576,7,35,3,110,1023,227,145,20.63636363636364,11,156,4069,409901,30.43876651982379,5092,752
NainFéroce#4542111,0,1,0.0833333333333333,1,1,0,0,1,1,0,1.0,0,0,2,550,194.4,3,12
abbassalem001#7340834,5,223,0.9176954732510288,11,7,1,0,634,11,46,3.6666666666666665,3,56,2913,32430,168.76363636363638,3547,243
Moe Lester#4727591,207,1484,1.175911251980983,8,55,4,110,2828,367,261,11.12121212121212,33,208,12448,957331,37.1149863760218,15276,1262
Simonr3825#6948545,166,6804,0.9922706723056728,13,58,12,13,28605,376,1144,2.088888888888889,180,1551,142067,994512,318.02553191489363,170672,6857
asdkii#7844531,38,903,0.5948616600790514,8,18,6,0,2552,73,131,2.607142857142857,28,301,12157,133840,238.8575342465753,14709,1518
Warfam602#8447029,165,2833,0.8041441952881068,9,48,10,110,6910,526,437,6.493827160493827,81,491,22206,754824,88.85589353612167,29116,3523
7ot#5517158,498,13231,1.1340533127624923,20,112,12,45,51676,943,2421,2.3873417721518986,395,2523,247292,1751190,268.8178154825027,298968,11667
AlbatrosPoete#2974047,1,11,0.2682926829268293,3,1,1,0,28,3,1,3.0,1,3,291,1975,413.8,319,41
Janne#3768250,1204,40392,1.076287670867862,19,262,15,111,123862,3310,5351,2.853448275862069,1160,5979,498485,7549448,196.62253776435043,622347,37529
Cade2121#4173962,20,597,0.7434620174346201,9,16,3,1,1616,57,118,3.0,19,115,7236,109015,220.45263157894735,8852,803
anon44496684#2274631,20,958,1.058563535911602,10,19,8,11,4219,55,131,1.6666666666666667,33,169,12338,146275,266.52,16557,905
FlexedXxradar#2827944,10,322,1.062706270627063,9,10,3,0,1323,20,55,2.8571428571428568,7,56,5549,53845,298.89,6872,303
Echo_Two1#4469098,60,856,0.8925964546402503,8,18,6,0,2224,89,144,3.7083333333333335,24,224,10723,128090,216.4179775280899,12947,959
bouthebenjamins#4435275,420,17776,0.8885778555361159,20,234,16,111,41810,2469,3715,6.330769230769231,390,4311,119317,6368199,80.43207776427705,161127,20005
SPoOKY#6529753,2282,38200,1.1497020405706375,13,331,16,111,51440,6425,4707,2.974537037037037,2160,6259,354971,10525046,199.79729182879385,406411,33226
Ayas1612#9957369,0,0,0.0,0,1,1,0,1,1,0,1.0,1,0,303,0,316.2,304,7
Oh Bulletz8267#3366131,125,1281,1.2028169014084509,10,33,7,110,1800,221,284,8.84,25,138,7476,376610,78.02714932126699,9276,1065
carr23-r_#4277497,14,80,0.4819277108433735,3,10,1,110,22,65,7,65.0,0,9,205,54580,9.636923076923075,227,166
KrisVal55#2097189,20,215,0.9307359307359307,4,15,3,111,152,54,32,9.0,6,45,2669,97891,72.81111111111113,2821,231
cEnBlaRk#8777192,298,8194,1.1946347864120137,14,127,11,110,28770,1001,1728,4.085714285714285,245,1535,113984,2094395,131.1764235764236,142754,6859
Matt93650#4727617,248,3106,1.0260984473075652,11,74,8,111,8555,752,554,7.372549019607844,102,458,39735,1173596,67.45132978723404,48290,3027
Crusty Lips#5492303,236,7890,1.0861784140969164,179,89,16,111,26315,588,1521,2.94,200,1505,82542,1359204,150.89897959183668,108857,7264
MayTaG204#6314802,480,7071,1.0011326631742885,9,193,9,113,10937,2114,1091,6.908496732026143,306,840,54059,4624692,61.20482497634815,64996,7063
GuiCaverzan#6898851,8,898,0.9604278074866308,4,38,2,110,234,219,194,54.75,4,114,1468,467695,20.087671232876712,1702,935
Killer-Insstinct#1463361,4,48,0.5106382978723404,3,2,3,0,177,8,8,2.0,4,22,719,6395,299.625,896,94
Fear DaSweat#8726184,4,101,0.8487394957983193,9,5,2,0,398,21,16,3.5,6,22,2562,17930,204.88571428571427,2960,119
Ilovelettuce474#7471739,1,75,0.7281553398058253,4,4,2,0,304,6,13,2.0,3,28,1873,14565,245.5,2177,103
SmashedDolphins#6984385,145,5894,1.4070183814752923,14,57,14,111,23155,438,1165,1.9295154185022023,227,990,68422,979910,259.9616438356164,91577,4189
Tav#6226139,569,8190,0.8159808707781209,22,77,8,111,18098,1153,1936,2.5968468468468457,444,1222,95358,1208283,169.30459670424978,113456,10037
S Town King,5,72,0.5901639344262295,3,3,4,0,324,10,15,2.5,4,14,1490,9500,284.82,1814,122
Tastetherambo#4044400,876,24800,1.0097308741500752,15,200,11,111,59279,2200,4500,4.166666666666667,528,4293,209342,4891954,152.27045454545453,268621,24561
PetRussian#1853832,732,8588,0.7723021582733813,20,140,30,110,22923,2092,1504,4.226262626262627,495,1479,140593,2421272,141.38546845124284,163516,11120
DutchBro101#5678319,68,659,0.9969742813918304,10,13,11,0,2110,136,132,2.1587301587301586,63,112,3834,75485,96.6485294117647,5944,661
jimmyntrn123#7265469,290,2471,0.9724517906336088,2,165,8,111,26,1288,453,644.0,2,248,183,3402320,0.1956521739130435,209,2541
Quasimoto#4762558,122,1336,0.7863449087698646,6,93,3,111,509,711,257,177.75,4,159,2224,1419225,4.291983122362868,2733,1699
jjrdk4,167,3531,1.2991169977924946,13,144,6,111,4388,814,707,30.14814814814815,27,358,15925,2551675,26.867321867321863,20313,2718
GeT_DesTroYeD439#8882692,71,1865,0.9718603439291298,14,26,6,9,7688,143,352,2.1029411764705883,68,360,41094,245589,304.2755244755245,48782,1919
jahyoot,957,11005,0.8347239077669902,14,106,12,110,43102,1718,1164,2.931740614334472,586,2158,171554,1635362,311.2791618160652,214656,13184
Kowzyy#1392788,211,7019,1.3183696468820436,17,137,9,110,10934,973,1418,5.8969696969696965,165,851,51259,2331004,86.72744090441931,62193,5324
vertilo818#5736609,366,7393,0.9336953776206112,13,86,14,110,12335,694,1198,3.487437185929648,199,1357,93984,1320682,183.82824207492803,106319,7918
DajwetYT#7632829,15,24,0.6153846153846154,1,4,0,6,19,15,7,15.0,0,4,187,12925,23.16,206,39
getoutofmyface#7914894,5,585,0.9256329113924052,2,30,2,10,38,124,72,124.0,0,3,298,321698,2.588709677419355,336,632
LeafyKibbles959#3586335,510,16556,0.9088214305319208,15,146,14,110,54532,1239,2956,2.054726368159204,603,3336,258710,2637626,259.8489104116224,313242,18217
b_peek_798#7382601,284,5682,0.7518856689162366,11,53,18,4,28963,711,1558,4.109826589595376,173,1683,106422,891850,250.3831223628692,135385,7557
davidp656728#5900551,7,47,0.2716763005780346,4,3,1,0,210,12,8,2.4,5,35,2069,9510,322.5,2279,173
LCD#6383035,3519,59563,0.8773715531463587,19,297,20,111,200845,7479,7638,1.9970627503337783,3745,12300,965775,9062157,330.61620537505013,1166620,67888
koala750mortel#3459351,22,4604,1.0199379707576428,8,169,4,111,1274,1473,984,147.3,10,675,6570,3560797,5.10061099796334,7844,4514
CSO_TEEYT#1978844,39,433,1.0188235294117651,8,13,4,110,1325,68,76,4.533333333333333,15,55,6036,81476,120.78529411764708,7361,425
TWILL_#8779354,507,10074,0.8706248379569613,11,87,9,110,17239,886,1872,3.5298804780876494,251,1174,62795,1342331,225.4740406320541,80034,11571
Rocket1227#5915450,339,7740,0.8652878703186138,11,172,5,111,3129,1852,1582,24.05194805194805,77,703,28418,3717052,23.00993520518359,31403,8945
G4B lyv#4289403,5,9,0.1914893617021277,1,2,0,0,2,9,0,9.0,0,3,10,5375,13.0,12,47
xXLTCupcakeXx,24,364,1.0581395348837208,11,10,4,0,484,47,49,3.9166666666666665,12,24,2353,51755,312.2808510638298,2837,344
VictorPani10#2810068,607,12131,0.895078580388106,11,177,8,111,32107,1883,1831,6.872262773722628,274,2014,172202,3930717,103.33223579394584,204309,13553
Jamin0420#6398568,337,3586,0.7321355655369539,10,50,10,111,10674,801,544,3.640909090909091,220,555,47004,804201,148.3078651685393,57678,4898
Angelo21299#7990114,174,3656,0.9158316633266532,15,40,9,110,14473,436,779,2.4914285714285715,175,703,85861,522714,230.05458715596333,100334,3992
andreolli#7708532,1,41,0.9318181818181818,5,6,0,0,98,16,10,16.0,0,3,301,23704,20.2125,399,44
R3tr0#7707132,4,501,0.8253706754530478,5,42,4,63,390,222,74,44.4,5,27,2015,572800,9.308108108108106,2405,607
elchusis#2593484,74,533,0.6345238095238095,6,23,7,21,2315,95,111,4.75,20,174,15924,196810,109.07368421052632,18239,840
giggitys#9179932,545,10744,0.9312646268527348,17,104,50,110,39418,1117,1844,2.5386363636363645,440,2111,167626,1596192,252.0053715308863,207044,11537
Frengers1998#2768367,7,165,0.7932692307692307,5,7,1,13,598,11,32,3.6666666666666665,3,58,2523,29390,301.30909090909086,3121,208
ttv_swavy10#1088254,421,1445,0.76657824933687,9,51,6,110,1406,637,363,22.75,28,120,7274,851230,31.9403453689168,8680,1885
Micoo_63#8781678,83,2266,0.8772744870305846,16,51,6,111,7233,452,383,10.511627906976743,43,653,28039,822030,77.52212389380531,35272,2583
hhgh#4185342,6,102,0.4951456310679612,4,8,4,110,196,34,19,4.25,8,21,1841,35423,143.25882352941176,2037,206
JDlindsay#8817801,711,13564,1.0239299464029592,13,121,12,110,49050,1208,2062,2.8899521531100483,418,3240,222905,1933309,234.99735099337747,271955,13247
icicle_df#8753477,3,260,1.0970464135021096,7,13,2,6,503,47,67,11.75,4,22,3164,77606,47.50212765957447,3667,237
eddieecuellar#6232606,128,4030,1.0894836442281697,16,40,14,110,14841,324,564,2.25,144,794,51860,529240,228.5444444444444,66701,3699
WangsOut01#5170237,72,3324,1.0243451463790447,13,42,8,110,10945,198,497,1.9038461538461533,104,747,49725,566185,318.4848484848485,60670,3245
bannana panda64#5880079,284,9758,0.8368064488465826,12,101,9,111,27691,689,1883,2.4346289752650176,283,2403,119360,1549395,254.36603773584903,147051,11661
Don_Guerra04#3423306,39,1600,0.9569377990430622,8,44,5,38,4284,274,303,6.523809523809524,42,291,20492,630908,90.20583941605835,24776,1672
Venom3738#5338665,5,30,0.2777777777777778,2,2,1,110,127,7,1,7.0,1,10,1955,6110,290.0571428571429,2082,108
MoldyMilkLover34#5849713,32,289,0.3155021834061135,4,9,3,0,665,46,58,3.5384615384615383,13,47,4468,42120,289.5782608695652,5133,916
PotentiallyXaos,94,4335,1.3466915191053122,19,41,14,40,18914,275,770,1.8835616438356164,146,867,72972,537835,267.56727272727267,91886,3219
Christian2017Tex#9602617,2,10,0.5882352941176471,3,1,1,0,16,4,2,4.0,1,1,25,1075,55.2,41,17
satilitdishwashr#1605506,2,16,0.4571428571428571,3,1,1,0,69,3,2,3.0,1,8,497,2125,230.8,566,35
DIEHARDRACER36#1388147,94,2518,0.8740020826102048,12,32,7,7,11038,206,475,2.168421052631579,95,684,59267,346760,362.0155339805826,70305,2881
hiddentechno#6892073,9,50,0.8771929824561403,2,9,0,1,2,29,22,29.0,0,0,0,43850,7.406896551724138,2,57
ilyesjsk06#4669067,16,39,0.3714285714285713,2,5,1,0,52,25,9,25.0,1,6,308,19120,46.512,360,105
SpazzyChazzy1#3685694,1,148,0.4077134986225896,2,20,3,15,165,124,16,41.333333333333336,3,11,710,153043,10.248387096774191,875,363
Slittysynsir#2464738,20,201,0.547683923705722,7,10,4,110,605,58,48,5.2727272727272725,11,54,3956,50980,137.1103448275862,4561,367
guizao23#6674996,21,333,0.43359375,2,30,2,110,26,338,63,338.0,0,49,109,322263,0.7242603550295859,135,768
weav_13#1674785,348,16220,0.9380602625643398,16,183,11,110,43075,2109,3499,6.258160237388724,337,3546,163545,4192203,92.41792318634424,206620,17291
CF Pxzito#4840851,49,1534,1.031607262945528,8,27,7,5,6800,106,207,2.12,50,396,30365,255260,206.54150943396223,37165,1487
PixelyPlazma#2151886,117,4166,0.8986194995685937,11,44,10,110,15746,305,992,2.060810810810811,148,892,62915,627006,264.02163934426227,78661,4636
KamikaziMoose#3579853,4,42,0.8076923076923077,5,2,2,0,152,9,9,1.8,5,9,852,4775,106.2,1004,52
UkraineSaiyan#3810058,20,259,0.7442528735632183,6,12,2,110,775,49,47,9.8,5,43,4138,74995,104.51020408163264,4913,348
Master#2556096,470,9038,0.992859496869164,25,99,9,41,21646,961,1345,2.321256038647343,414,2179,101822,1523971,146.38688865764829,123468,9103
the_hollyster#9796860,91,1004,0.9383177570093458,15,26,18,9,3317,208,179,3.2,65,244,34340,237845,218.9192307692308,37657,1070
rallying_oval771#4436708,2,12,0.206896551724138,3,2,3,0,16,13,1,4.333333333333333,3,1,505,3525,114.50769230769232,521,58
xXxPR3DATOR#6075491,323,8927,1.0161639157655094,14,85,12,110,24513,708,1364,2.565217391304348,276,1363,135677,1307991,257.22627118644067,160190,8785
Baby Pluto#9935815,974,30400,1.2046283087652558,24,200,10,111,92828,2070,4548,2.4909747292418767,831,5832,334829,4909894,217.02985507246376,427657,25236
Kalem#1808520,24,270,0.5567010309278351,6,10,3,0,748,58,35,3.2222222222222223,18,53,6194,50060,318.65172413793107,6942,485
XxETxxX#1881233,287,6598,0.9385490753911808,11,61,8,39,26891,495,1317,2.9819277108433737,166,1603,122536,1024615,224.71757575757576,149427,7030
twartsly#6942236,3,225,1.5957446808510638,17,8,6,0,803,20,31,1.5384615384615383,13,28,3576,36635,237.84,4379,141
Krox#7640270,266,9943,1.0096466287571078,13,148,10,111,29058,1058,2136,3.875457875457876,273,2096,117184,2692082,128.77485822306238,146242,9848
